branch,head,coupling_layer,target_coord,mean_entropy
scale,1,4,27,0.0031089449767023325
scale,1,4,29,0.05772451311349869
scale,1,4,32,0.17663216590881348
scale,1,4,33,0.3960617184638977
scale,1,4,37,0.013706754893064499
scale,1,4,38,0.3167896866798401
scale,1,4,39,0.0010763530153781176
scale,1,4,41,0.47126877307891846
scale,1,4,44,0.4580180048942566
scale,1,4,45,2.194701671600342
scale,1,5,1,1.1256059408187866
scale,1,5,4,0.5643275380134583
scale,1,5,5,0.42532971501350403
scale,1,5,6,0.3559803366661072
scale,1,5,9,2.222007989883423
scale,1,5,10,0.735372006893158
scale,1,5,12,2.077176332473755
scale,1,5,15,0.5180703401565552
scale,1,5,18,0.19150005280971527
scale,1,5,21,1.0619120597839355
scale,1,5,23,0.9195542931556702
scale,1,5,24,0.1965368390083313
scale,1,5,25,1.711213231086731
scale,1,5,28,0.8919692635536194
scale,1,5,30,0.4732654392719269
scale,1,5,31,1.9807099103927612
scale,1,5,34,0.6153437495231628
scale,1,5,35,0.27366116642951965
scale,1,5,36,0.19524799287319183
scale,1,5,40,1.2989380359649658
scale,1,5,42,2.6298575401306152
scale,1,5,43,0.5791857838630676
scale,1,5,46,0.6971490383148193
scale,1,5,47,0.024567553773522377
scale,1,6,1,2.6085591316223145
scale,1,6,2,2.767374277114868
scale,1,6,6,1.6355985403060913
scale,1,6,7,2.2421021461486816
scale,1,6,8,2.5128226280212402
scale,1,6,10,1.1633330583572388
scale,1,6,13,2.732387065887451
scale,1,6,15,2.310560464859009
scale,1,6,18,1.5560230016708374
scale,1,6,19,2.000675678253174
scale,1,6,23,2.5750112533569336
scale,1,6,24,1.0097711086273193
scale,1,6,26,2.3505332469940186
scale,1,6,28,2.1611573696136475
scale,1,6,29,2.429116725921631
scale,1,6,31,2.6990966796875
scale,1,6,32,2.608949661254883
scale,1,6,36,1.4180339574813843
scale,1,6,37,1.3137085437774658
scale,1,6,38,0.10622569173574448
scale,1,6,42,1.2413536310195923
scale,1,6,43,1.4596620798110962
scale,1,6,45,1.1811540126800537
scale,1,6,47,0.4942910671234131
scale,1,7,0,0.03324936330318451
scale,1,7,3,0.7581756711006165
scale,1,7,4,0.29905810952186584
scale,1,7,5,0.39010143280029297
scale,1,7,9,0.14318643510341644
scale,1,7,11,0.1517644226551056
scale,1,7,12,0.03444484621286392
scale,1,7,14,0.26823878288269043
scale,1,7,16,0.3270081877708435
scale,1,7,17,0.1759565770626068
scale,1,7,20,0.06205478310585022
scale,1,7,21,0.21381735801696777
scale,1,7,22,0.4429180324077606
scale,1,7,25,0.004424647893756628
scale,1,7,27,0.4376726746559143
scale,1,7,30,0.008159018121659756
scale,1,7,33,0.026753682643175125
scale,1,7,34,0.32362544536590576
scale,1,7,35,0.8797610998153687
scale,1,7,39,0.1546081304550171
scale,1,7,40,0.7668424844741821
scale,1,7,41,0.41839325428009033
scale,1,7,44,0.019437987357378006
scale,1,7,46,0.20892898738384247
scale,2,0,4,0.19618822634220123
scale,2,0,8,0.18639609217643738
scale,2,0,9,0.505573034286499
scale,2,0,10,0.4452759325504303
scale,2,0,12,0.3013748228549957
scale,2,0,14,0.1753038614988327
scale,2,0,15,0.07825523614883423
scale,2,0,16,1.2622987031936646
scale,2,0,17,0.35314568877220154
scale,2,0,19,0.13598763942718506
scale,2,0,20,0.06568048149347305
