branch,head,coupling_layer,target_coord,mean_entropy
scale,2,2,13,1.302804946899414
scale,2,2,14,0.8871209025382996
scale,2,2,17,1.1014822721481323
scale,2,2,19,2.2313055992126465
scale,2,2,21,1.2329360246658325
scale,2,2,22,1.115439534187317
scale,2,2,23,0.5520259141921997
scale,2,2,27,2.5071029663085938
scale,2,2,31,2.223360776901245
scale,2,2,33,1.4530385732650757
scale,2,2,34,0.5306225419044495
scale,2,2,35,2.573026180267334
scale,2,2,36,0.5172008275985718
scale,2,2,38,0.9627238512039185
scale,2,2,41,1.4672373533248901
scale,2,2,42,2.5950992107391357
scale,2,2,45,2.871630907058716
scale,2,3,2,0.11093417555093765
scale,2,3,3,0.3554280400276184
scale,2,3,4,0.2564724087715149
scale,2,3,10,0.26739898324012756
scale,2,3,11,0.24949637055397034
scale,2,3,12,0.33896270394325256
scale,2,3,15,0.2697907090187073
scale,2,3,16,0.5439946055412292
scale,2,3,18,0.18249478936195374
scale,2,3,20,0.14342334866523743
scale,2,3,24,0.20505736768245697
scale,2,3,25,0.039610978215932846
scale,2,3,26,0.03403538465499878
scale,2,3,28,0.02881140075623989
scale,2,3,29,0.05540221184492111
scale,2,3,30,0.11461739987134933
scale,2,3,32,1.3430715799331665
scale,2,3,37,2.5510783195495605
scale,2,3,39,1.2449305057525635
scale,2,3,40,0.5773825645446777
scale,2,3,43,0.4685015380382538
scale,2,3,44,0.006999933626502752
scale,2,3,46,0.47345638275146484
scale,2,3,47,1.9452974796295166
scale,2,4,0,2.7122931480407715
scale,2,4,2,1.9247846603393555
scale,2,4,3,1.6135421991348267
scale,2,4,7,2.050034284591675
scale,2,4,8,2.074178695678711
scale,2,4,11,2.1238338947296143
scale,2,4,13,0.381171852350235
scale,2,4,14,0.7211177945137024
scale,2,4,16,2.693380832672119
scale,2,4,17,2.9010636806488037
scale,2,4,19,1.877406120300293
scale,2,4,20,2.074287176132202
scale,2,4,22,2.231212615966797
scale,2,4,26,0.7498288750648499
scale,2,4,27,1.312525987625122
scale,2,4,29,2.3242456912994385
scale,2,4,32,2.0197205543518066
scale,2,4,33,2.6256392002105713
scale,2,4,37,0.8893842697143555
scale,2,4,38,1.5176626443862915
scale,2,4,39,1.1153451204299927
scale,2,4,41,0.2554825246334076
scale,2,4,44,1.3555710315704346
scale,2,4,45,2.126192569732666
scale,2,5,1,2.656690835952759
scale,2,5,4,0.7768072485923767
scale,2,5,5,2.776998996734619
scale,2,5,6,2.286370277404785
scale,2,5,9,2.124936580657959
scale,2,5,10,0.183916836977005
scale,2,5,12,2.2868058681488037
scale,2,5,15,2.4798738956451416
scale,2,5,18,2.781726121902466
scale,2,5,21,1.9092656373977661
scale,2,5,23,1.6066721677780151
scale,2,5,24,2.561213731765747
scale,2,5,25,2.8594915866851807
scale,2,5,28,2.024873733520508
scale,2,5,30,2.6841907501220703
scale,2,5,31,1.652127742767334
scale,2,5,34,1.7563867568969727
scale,2,5,35,2.2316880226135254
scale,2,5,36,0.47927138209342957
scale,2,5,40,2.1873433589935303
scale,2,5,42,2.766444444656372
scale,2,5,43,2.346881866455078
