environment,method,runtime_s,source
Low SNR,Mean-field,16.110687971115112,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_458\final_summary.json
Low SNR,Mean-field,14.568311214447021,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_459\final_summary.json
Low SNR,Mean-field,16.91672420501709,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_460\final_summary.json
Low SNR,Mean-field,12.510009527206421,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_461\final_summary.json
Low SNR,Mean-field,17.19094181060791,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_462\final_summary.json
Low SNR,Mean-field,46.46455907821655,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_463\final_summary.json
Low SNR,Mean-field,12.319413900375366,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_464\final_summary.json
Low SNR,Mean-field,28.720243453979492,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_465\final_summary.json
Low SNR,Mean-field,14.843334436416626,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_466\final_summary.json
Low SNR,Mean-field,18.372655868530273,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_467\final_summary.json
Low SNR,Mean-field,31.905036211013794,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_468\final_summary.json
Low SNR,Mean-field,10.911303520202637,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_469\final_summary.json
Low SNR,Mean-field,17.013890266418457,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_470\final_summary.json
Low SNR,Mean-field,22.882891178131104,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_471\final_summary.json
Low SNR,Mean-field,11.639506578445435,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_472\final_summary.json
Low SNR,Mean-field,13.884305953979492,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_473\final_summary.json
Low SNR,Mean-field,52.11361813545227,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_474\final_summary.json
Low SNR,Mean-field,15.054962635040283,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_475\final_summary.json
Low SNR,Mean-field,16.557729482650757,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_476\final_summary.json
Low SNR,Mean-field,19.381048917770386,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_477\final_summary.json
Low SNR,Mean-field,16.243201732635498,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_478\final_summary.json
Low SNR,Mean-field,15.093275785446167,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_479\final_summary.json
Low SNR,Mean-field,13.300013065338135,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_480\final_summary.json
Low SNR,Mean-field,13.305799007415771,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_481\final_summary.json
Low SNR,Mean-field,21.609304428100586,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_482\final_summary.json
Low SNR,Mean-field,22.05133843421936,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_483\final_summary.json
Low SNR,Mean-field,16.733638763427734,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_484\final_summary.json
Low SNR,Mean-field,15.110068321228027,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_485\final_summary.json
Low SNR,Mean-field,14.815536737442017,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_486\final_summary.json
Low SNR,Mean-field,12.363970756530762,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_487\final_summary.json
Low SNR,Mean-field,15.937643766403198,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_488\final_summary.json
Low SNR,Mean-field,16.30052900314331,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_489\final_summary.json
Low SNR,Mean-field,15.338833570480347,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_490\final_summary.json
Low SNR,Mean-field,18.580600023269653,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_491\final_summary.json
Low SNR,Mean-field,19.309816122055054,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_492\final_summary.json
Low SNR,Mean-field,16.11103320121765,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_493\final_summary.json
Low SNR,Mean-field,29.377345323562622,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_494\final_summary.json
Low SNR,Mean-field,19.277093172073364,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_495\final_summary.json
Low SNR,Mean-field,26.862102508544922,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_496\final_summary.json
Low SNR,Mean-field,20.1294424533844,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_497\final_summary.json
Low SNR,Mean-field,12.806336402893066,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_498\final_summary.json
Low SNR,Mean-field,16.31425380706787,data2\n160p100\n160p100_rat_k16_output\meanfield\low_snr\seed_499\final_summary.json
Baseline,Mean-field,114.60994410514832,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_400\final_summary.json
Baseline,Mean-field,35.746992111206055,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_401\final_summary.json
Baseline,Mean-field,23.93424367904663,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_402\final_summary.json
Baseline,Mean-field,92.31575059890747,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_403\final_summary.json
Baseline,Mean-field,35.46699142456055,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_404\final_summary.json
Baseline,Mean-field,17.530867338180542,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_405\final_summary.json
Baseline,Mean-field,20.095279693603516,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_406\final_summary.json
Baseline,Mean-field,27.178465843200684,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_407\final_summary.json
Baseline,Mean-field,116.9800534248352,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_408\final_summary.json
Baseline,Mean-field,22.036396503448486,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_409\final_summary.json
Baseline,Mean-field,17.812793493270874,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_410\final_summary.json
Baseline,Mean-field,17.608115434646606,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_411\final_summary.json
Baseline,Mean-field,28.65468406677246,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_412\final_summary.json
Baseline,Mean-field,44.98419952392578,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_413\final_summary.json
Baseline,Mean-field,26.926378965377808,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_414\final_summary.json
Baseline,Mean-field,15.348038673400879,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_415\final_summary.json
Baseline,Mean-field,21.42870783805847,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_416\final_summary.json
Baseline,Mean-field,16.300384759902954,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_417\final_summary.json
Baseline,Mean-field,15.502787113189697,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_418\final_summary.json
Baseline,Mean-field,16.43589186668396,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_419\final_summary.json
Baseline,Mean-field,16.888832569122314,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_420\final_summary.json
Baseline,Mean-field,16.230122327804565,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_421\final_summary.json
Baseline,Mean-field,17.72395157814026,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_422\final_summary.json
Baseline,Mean-field,17.827337741851807,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_423\final_summary.json
Baseline,Mean-field,15.974436044692993,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_424\final_summary.json
Baseline,Mean-field,15.894237995147705,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_425\final_summary.json
Baseline,Mean-field,16.027885675430298,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_426\final_summary.json
Baseline,Mean-field,12.876386404037476,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_427\final_summary.json
Baseline,Mean-field,15.47042727470398,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_428\final_summary.json
Baseline,Mean-field,25.415903329849243,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_429\final_summary.json
Baseline,Mean-field,16.17731475830078,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_430\final_summary.json
Baseline,Mean-field,16.39024329185486,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_431\final_summary.json
Baseline,Mean-field,18.140647888183594,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_432\final_summary.json
Baseline,Mean-field,22.875112771987915,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_433\final_summary.json
Baseline,Mean-field,30.45882248878479,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_434\final_summary.json
Baseline,Mean-field,23.244281768798828,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_435\final_summary.json
Baseline,Mean-field,14.226950645446777,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_436\final_summary.json
Baseline,Mean-field,42.3124520778656,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_437\final_summary.json
Baseline,Mean-field,19.117223501205444,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_438\final_summary.json
Baseline,Mean-field,19.113707780838013,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_439\final_summary.json
Baseline,Mean-field,15.965696573257446,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_440\final_summary.json
Baseline,Mean-field,16.664754390716553,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_441\final_summary.json
Baseline,Mean-field,17.141444444656372,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_442\final_summary.json
Baseline,Mean-field,14.772520303726196,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_443\final_summary.json
Baseline,Mean-field,18.867159605026245,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_444\final_summary.json
Baseline,Mean-field,15.035636186599731,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_445\final_summary.json
Baseline,Mean-field,18.45698094367981,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_446\final_summary.json
Baseline,Mean-field,20.588990211486816,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_447\final_summary.json
Baseline,Mean-field,22.958011865615845,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_448\final_summary.json
Baseline,Mean-field,19.3274884223938,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_449\final_summary.json
Baseline,Mean-field,20.27852511405945,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_450\final_summary.json
Baseline,Mean-field,17.721128702163696,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_451\final_summary.json
Baseline,Mean-field,14.413018465042114,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_452\final_summary.json
Baseline,Mean-field,30.348079681396484,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_453\final_summary.json
Baseline,Mean-field,23.826048612594604,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_454\final_summary.json
Baseline,Mean-field,28.939908504486084,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_455\final_summary.json
Baseline,Mean-field,15.69013500213623,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_456\final_summary.json
Baseline,Mean-field,14.83721661567688,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_457\final_summary.json
Baseline,Mean-field,15.56527042388916,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_458\final_summary.json
Baseline,Mean-field,21.240743398666382,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_459\final_summary.json
Baseline,Mean-field,15.819731950759888,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_460\final_summary.json
Baseline,Mean-field,17.915354251861572,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_461\final_summary.json
Baseline,Mean-field,18.71070909500122,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_462\final_summary.json
Baseline,Mean-field,15.250204086303711,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_463\final_summary.json
Baseline,Mean-field,15.772389650344849,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_464\final_summary.json
Baseline,Mean-field,25.67348885536194,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_465\final_summary.json
Baseline,Mean-field,19.833502769470215,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_466\final_summary.json
Baseline,Mean-field,15.291200876235962,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_467\final_summary.json
Baseline,Mean-field,21.966283321380615,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_468\final_summary.json
Baseline,Mean-field,16.974977493286133,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_469\final_summary.json
Baseline,Mean-field,27.063435077667236,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_470\final_summary.json
Baseline,Mean-field,19.311068534851074,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_471\final_summary.json
Baseline,Mean-field,17.356768131256104,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_472\final_summary.json
Baseline,Mean-field,15.882631301879883,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_473\final_summary.json
Baseline,Mean-field,15.255177736282349,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_474\final_summary.json
Baseline,Mean-field,20.829773426055908,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_475\final_summary.json
Baseline,Mean-field,185.45884251594543,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_476\final_summary.json
Baseline,Mean-field,16.888200759887695,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_477\final_summary.json
Baseline,Mean-field,15.92460823059082,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_478\final_summary.json
Baseline,Mean-field,16.321207284927368,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_479\final_summary.json
Baseline,Mean-field,16.183326482772827,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_480\final_summary.json
Baseline,Mean-field,16.73102593421936,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_481\final_summary.json
Baseline,Mean-field,14.409339904785156,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_482\final_summary.json
Baseline,Mean-field,30.107337951660156,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_483\final_summary.json
Baseline,Mean-field,31.9684100151062,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_484\final_summary.json
Baseline,Mean-field,32.04381823539734,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_485\final_summary.json
Baseline,Mean-field,16.29496169090271,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_486\final_summary.json
Baseline,Mean-field,18.295851469039917,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_487\final_summary.json
Baseline,Mean-field,15.53227162361145,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_488\final_summary.json
Baseline,Mean-field,15.121318101882935,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_489\final_summary.json
Baseline,Mean-field,15.309711217880249,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_490\final_summary.json
Baseline,Mean-field,16.010114192962646,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_491\final_summary.json
Baseline,Mean-field,27.275611400604248,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_492\final_summary.json
Baseline,Mean-field,14.629571914672852,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_493\final_summary.json
Baseline,Mean-field,16.710914373397827,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_494\final_summary.json
Baseline,Mean-field,16.757601261138916,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_495\final_summary.json
Baseline,Mean-field,15.20776081085205,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_496\final_summary.json
Baseline,Mean-field,15.713513135910034,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_497\final_summary.json
Baseline,Mean-field,16.192309856414795,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_498\final_summary.json
Baseline,Mean-field,15.322881937026978,data2\n160p100\n160p100_rat_k16_output\meanfield\simple\seed_499\final_summary.json
Weak signals,Mean-field,33.51121139526367,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_400\final_summary.json
Weak signals,Mean-field,19.884836673736572,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_401\final_summary.json
Weak signals,Mean-field,42.27674984931946,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_402\final_summary.json
Weak signals,Mean-field,363.8708574771881,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_403\final_summary.json
Weak signals,Mean-field,16.2841956615448,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_404\final_summary.json
Weak signals,Mean-field,22.904621839523315,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_405\final_summary.json
Weak signals,Mean-field,14.906477689743042,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_406\final_summary.json
Weak signals,Mean-field,16.10563349723816,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_407\final_summary.json
Weak signals,Mean-field,23.32715892791748,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_408\final_summary.json
Weak signals,Mean-field,23.205490350723267,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_409\final_summary.json
Weak signals,Mean-field,42.297303676605225,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_410\final_summary.json
Weak signals,Mean-field,16.65198540687561,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_411\final_summary.json
Weak signals,Mean-field,39.375144243240356,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_412\final_summary.json
Weak signals,Mean-field,44.20644998550415,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_413\final_summary.json
Weak signals,Mean-field,15.810431003570557,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_414\final_summary.json
Weak signals,Mean-field,38.142852783203125,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_415\final_summary.json
Weak signals,Mean-field,18.282119750976562,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_416\final_summary.json
Weak signals,Mean-field,15.857263565063477,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_417\final_summary.json
Weak signals,Mean-field,17.17327904701233,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_418\final_summary.json
Weak signals,Mean-field,19.534791231155396,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_419\final_summary.json
Weak signals,Mean-field,15.567172050476074,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_420\final_summary.json
Weak signals,Mean-field,13.619398832321167,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_421\final_summary.json
Weak signals,Mean-field,22.357422351837158,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_422\final_summary.json
Weak signals,Mean-field,15.975156307220459,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_423\final_summary.json
Weak signals,Mean-field,78.78553438186646,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_424\final_summary.json
Weak signals,Mean-field,16.871811151504517,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_425\final_summary.json
Weak signals,Mean-field,187.09172081947327,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_426\final_summary.json
Weak signals,Mean-field,16.21141505241394,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_427\final_summary.json
Weak signals,Mean-field,14.703943014144897,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_428\final_summary.json
Weak signals,Mean-field,31.871981382369995,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_429\final_summary.json
Weak signals,Mean-field,17.074756383895874,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_430\final_summary.json
Weak signals,Mean-field,17.904778242111206,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_431\final_summary.json
Weak signals,Mean-field,14.751117944717407,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_432\final_summary.json
Weak signals,Mean-field,19.97643232345581,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_433\final_summary.json
Weak signals,Mean-field,27.875252962112427,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_434\final_summary.json
Weak signals,Mean-field,18.602508544921875,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_435\final_summary.json
Weak signals,Mean-field,15.784607648849487,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_436\final_summary.json
Weak signals,Mean-field,14.617420673370361,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_437\final_summary.json
Weak signals,Mean-field,13.761818647384644,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_438\final_summary.json
Weak signals,Mean-field,15.112677097320557,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_439\final_summary.json
Weak signals,Mean-field,18.252887964248657,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_440\final_summary.json
Weak signals,Mean-field,17.7256817817688,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_441\final_summary.json
Weak signals,Mean-field,15.280607461929321,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_442\final_summary.json
Weak signals,Mean-field,16.08059000968933,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_443\final_summary.json
Weak signals,Mean-field,27.260395526885986,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_444\final_summary.json
Weak signals,Mean-field,18.343991994857788,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_445\final_summary.json
Weak signals,Mean-field,16.006771326065063,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_446\final_summary.json
Weak signals,Mean-field,20.640668392181396,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_447\final_summary.json
Weak signals,Mean-field,13.331224203109741,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_448\final_summary.json
Weak signals,Mean-field,12.552663087844849,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_449\final_summary.json
Weak signals,Mean-field,13.938439846038818,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_450\final_summary.json
Weak signals,Mean-field,24.691684007644653,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_451\final_summary.json
Weak signals,Mean-field,17.62626576423645,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_452\final_summary.json
Weak signals,Mean-field,14.4990074634552,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_453\final_summary.json
Weak signals,Mean-field,19.20454430580139,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_454\final_summary.json
Weak signals,Mean-field,15.739145517349243,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_455\final_summary.json
Weak signals,Mean-field,15.17685079574585,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_456\final_summary.json
Weak signals,Mean-field,31.673272371292114,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_457\final_summary.json
Weak signals,Mean-field,45.14350438117981,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_458\final_summary.json
Weak signals,Mean-field,14.122638463973999,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_459\final_summary.json
Weak signals,Mean-field,18.17877769470215,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_460\final_summary.json
Weak signals,Mean-field,14.809444189071655,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_461\final_summary.json
Weak signals,Mean-field,15.073455810546875,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_462\final_summary.json
Weak signals,Mean-field,151.588965177536,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_463\final_summary.json
Weak signals,Mean-field,25.14676547050476,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_464\final_summary.json
Weak signals,Mean-field,13.54419493675232,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_465\final_summary.json
Weak signals,Mean-field,22.00292181968689,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_466\final_summary.json
Weak signals,Mean-field,543.504533290863,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_467\final_summary.json
Weak signals,Mean-field,16.91553020477295,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_468\final_summary.json
Weak signals,Mean-field,15.288504123687744,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_469\final_summary.json
Weak signals,Mean-field,28.552895307540894,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_470\final_summary.json
Weak signals,Mean-field,12.901987075805664,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_471\final_summary.json
Weak signals,Mean-field,13.80907154083252,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_472\final_summary.json
Weak signals,Mean-field,17.77129888534546,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_473\final_summary.json
Weak signals,Mean-field,23.455105543136597,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_474\final_summary.json
Weak signals,Mean-field,16.000677347183228,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_475\final_summary.json
Weak signals,Mean-field,16.55613398551941,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_476\final_summary.json
Weak signals,Mean-field,46.44189381599426,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_477\final_summary.json
Weak signals,Mean-field,15.677737712860107,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_478\final_summary.json
Weak signals,Mean-field,13.797357559204102,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_479\final_summary.json
Weak signals,Mean-field,14.231544017791748,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_480\final_summary.json
Weak signals,Mean-field,17.383813858032227,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_481\final_summary.json
Weak signals,Mean-field,14.88847303390503,data2\n160p100\n160p100_rat_k16_output\meanfield\weak_signal\seed_482\final_summary.json
