condition,method,mse,r2,tpr,fpr,auroc,auprc,dparam,network_density,path_density,runtime_sec
trig_interaction,SS-GHS,2.35983414871488,-0.0001395402349475,,,,,0.0024886877828054,0.0024886877828054,0.0,213.1837625298649
trig_interaction,SS-GHS,2.2221990301694934,-0.0002510452560477,,,,,0.0031674208144796,0.0031674208144796,0.0,213.6113822660409
trig_interaction,SS-GHS,2.201512105421997,-0.0053907071343031,,,,,0.0020361990950226,0.0020361990950226,0.0,227.673426625086
trig_interaction,SS-GHS,2.172201859181515,-0.0001807830803317,,,,,0.0020361990950226,0.0020361990950226,0.0,210.48388160113245
trig_interaction,SS-GHS,2.338819264705462,-0.0008304904170739,,,,,0.0024886877828054,0.0024886877828054,0.0,214.09848553012125
relu_interaction,SS-GL,2.461201601981168,-0.0044296808568076,,,,,0.002262443438914,0.002262443438914,0.0,188.35614196094684
relu_interaction,SS-GL,2.2457211997845565,-0.0020397896253112,,,,,0.0018099547511312,0.0018099547511312,0.0,183.04897070513107
relu_interaction,SS-GL,2.2209343199233462,-0.0075494670062943,,,,,0.0029411764705882,0.0029411764705882,0.0,186.6527439209167
relu_interaction,SS-GL,2.245720263108268,-0.0012772143674517,,,,,0.0027149321266968,0.0027149321266968,0.0,180.03632107703015
relu_interaction,SS-GL,2.2068395741994253,-0.0004536726368102,,,,,0.0024886877828054,0.0024886877828054,0.0,181.08450091304252
relu_interaction,SS-GL,2.425360562493613,-0.0060501674888666,,,,,0.0020361990950226,0.0020361990950226,0.0,179.15100309695117
relu_interaction,SS-GL,2.245302876689908,-0.0001417975667874,,,,,0.0024886877828054,0.0024886877828054,0.0,181.33636815706268
relu_interaction,SS-GL,2.199674132840705,-0.0010451659112957,,,,,0.0024886877828054,0.0024886877828054,0.0,181.78463751799427
relu_interaction,SS-GL,2.276776771453506,-0.0011304763406545,,,,,0.0024886877828054,0.0024886877828054,0.0,179.32221636991017
relu_interaction,SS-GL,2.168173304274371,-0.0015762014372509,,,,,0.0020361990950226,0.0020361990950226,0.0,211.06767627503723
trig_interaction,SS-GL,2.416790605355031,-0.0004519843131556,,,,,0.0020361990950226,0.0020361990950226,0.0,250.4742323020473
trig_interaction,SS-GL,2.167064216106446,-3.977217790751553e-05,,,,,0.0018099547511312,0.0018099547511312,0.0,217.69204128114507
trig_interaction,SS-GL,2.2332448269285843,-0.0156759072596757,,,,,0.0027149321266968,0.0027149321266968,0.0,208.98250628984533
trig_interaction,SS-GL,2.1637586298614297,-0.0010926309998569,,,,,0.0018099547511312,0.0018099547511312,0.0,181.5937881870196
trig_interaction,SS-GL,2.286209362225317,-0.0032395625766636,,,,,0.0020361990950226,0.0020361990950226,0.0,183.22035390301608
trig_interaction,SS-GL,2.35942976816554,3.184340949913267e-05,,,,,0.0027149321266968,0.0027149321266968,0.0,199.7314692940563
trig_interaction,SS-GL,2.22335999994368,-0.0007736182634041,,,,,0.002262443438914,0.002262443438914,0.0,201.3930794519838
trig_interaction,SS-GL,2.202029562358068,-0.0056270203453847,,,,,0.0020361990950226,0.0020361990950226,0.0,199.50620948290447
trig_interaction,SS-GL,2.171985179635416,-8.101393724824213e-05,,,,,0.0027149321266968,0.0027149321266968,0.0,205.62613945500925
trig_interaction,SS-GL,2.3398656563274605,-0.0012782636400916,,,,,0.0020361990950226,0.0020361990950226,0.0,188.2839626269415
